run,stream_size,B,step_pct,step_idx,prefix_size,F_t0,N_t
14,50000,10,80,16,40000,38506,37477
14,50000,10,85,17,42500,40904,39116
14,50000,10,90,18,45000,43292,41669
14,50000,10,95,19,47500,45680,43660
14,50000,10,100,20,50000,48064,45843
15,50000,10,5,1,2500,2456,2403
15,50000,10,10,2,5000,4874,4471
15,50000,10,15,3,7500,7283,7097
15,50000,10,20,4,10000,9701,9439
15,50000,10,25,5,12500,12100,11669
15,50000,10,30,6,15000,14496,14634
15,50000,10,35,7,17500,16893,16467
15,50000,10,40,8,20000,19314,19125
15,50000,10,45,9,22500,21720,21354
15,50000,10,50,10,25000,24122,23002
15,50000,10,55,11,27500,26517,25625
15,50000,10,60,12,30000,28906,27750
15,50000,10,65,13,32500,31314,30037
15,50000,10,70,14,35000,33721,32682
15,50000,10,75,15,37500,36110,35092
15,50000,10,80,16,40000,38513,37997
15,50000,10,85,17,42500,40914,40439
15,50000,10,90,18,45000,43284,43133
15,50000,10,95,19,47500,45681,44991
15,50000,10,100,20,50000,48071,47278
16,50000,10,5,1,2500,2476,2479
16,50000,10,10,2,5000,4896,5678
16,50000,10,15,3,7500,7313,7190
16,50000,10,20,4,10000,9726,9395
16,50000,10,25,5,12500,12159,11962
16,50000,10,30,6,15000,14571,14329
16,50000,10,35,7,17500,16961,16884
16,50000,10,40,8,20000,19374,19293
16,50000,10,45,9,22500,21769,21850
16,50000,10,50,10,25000,24151,24269
16,50000,10,55,11,27500,26566,26517
16,50000,10,60,12,30000,28959,29019
16,50000,10,65,13,32500,31350,31175
16,50000,10,70,14,35000,33732,33597
16,50000,10,75,15,37500,36134,36496
16,50000,10,80,16,40000,38533,37936
16,50000,10,85,17,42500,40908,40898
16,50000,10,90,18,45000,43305,43030
16,50000,10,95,19,47500,45695,45766
16,50000,10,100,20,50000,48082,47611
17,50000,10,5,1,2500,2444,2352
17,50000,10,10,2,5000,4859,5450
17,50000,10,15,3,7500,7249,7035
17,50000,10,20,4,10000,9673,9294
17,50000,10,25,5,12500,12079,11981
17,50000,10,30,6,15000,14493,14806
17,50000,10,35,7,17500,16905,17069
17,50000,10,40,8,20000,19305,19489
17,50000,10,45,9,22500,21714,22021
17,50000,10,50,10,25000,24099,24005
17,50000,10,55,11,27500,26498,26662
17,50000,10,60,12,30000,28895,29212
17,50000,10,65,13,32500,31299,31338
17,50000,10,70,14,35000,33705,34506
17,50000,10,75,15,37500,36107,36355
17,50000,10,80,16,40000,38492,39185
17,50000,10,85,17,42500,40889,41981
17,50000,10,90,18,45000,43271,45029
17,50000,10,95,19,47500,45656,47233
17,50000,10,100,20,50000,48031,49279
18,50000,10,5,1,2500,2454,2456
18,50000,10,10,2,5000,4870,5973
18,50000,10,15,3,7500,7286,7017
18,50000,10,20,4,10000,9699,9446
18,50000,10,25,5,12500,12104,11832
18,50000,10,30,6,15000,14529,14262
18,50000,10,35,7,17500,16930,16875
18,50000,10,40,8,20000,19327,18752
18,50000,10,45,9,22500,21728,20276
18,50000,10,50,10,25000,24138,23037
18,50000,10,55,11,27500,26540,25022
18,50000,10,60,12,30000,28939,27986
18,50000,10,65,13,32500,31324,30740
18,50000,10,70,14,35000,33718,32927
18,50000,10,75,15,37500,36109,35601
18,50000,10,80,16,40000,38498,38747
18,50000,10,85,17,42500,40891,40683
18,50000,10,90,18,45000,43263,42528
18,50000,10,95,19,47500,45656,45461
18,50000,10,100,20,50000,48050,47843
19,50000,10,5,1,2500,2465,2362
19,50000,10,10,2,5000,4895,4197
19,50000,10,15,3,7500,7308,7318
19,50000,10,20,4,10000,9716,9687
19,50000,10,25,5,12500,12115,12209
19,50000,10,30,6,15000,14526,14305
19,50000,10,35,7,17500,16928,16462
19,50000,10,40,8,20000,19345,18696
19,50000,10,45,9,22500,21746,20739
19,50000,10,50,10,25000,24151,23508
19,50000,10,55,11,27500,26546,25673
19,50000,10,60,12,30000,28961,28106
19,50000,10,65,13,32500,31370,30310
19,50000,10,70,14,35000,33760,32483
19,50000,10,75,15,37500,36153,34693
19,50000,10,80,16,40000,38558,36968
19,50000,10,85,17,42500,40950,38474
19,50000,10,90,18,45000,43327,41269
19,50000,10,95,19,47500,45713,43902
19,50000,10,100,20,50000,48101,46451
0,100000,10,5,1,5000,4906,4968
0,100000,10,10,2,10000,9746,9668
0,100000,10,15,3,15000,14550,14506
0,100000,10,20,4,20000,19371,18981
0,100000,10,25,5,25000,24188,23406
0,100000,10,30,6,30000,29011,28146
0,100000,10,35,7,35000,33799,33535
0,100000,10,40,8,40000,38579,37495
0,100000,10,45,9,45000,43357,42854
0,100000,10,50,10,50000,48136,46143
0,100000,10,55,11,55000,52900,50786
0,100000,10,60,12,60000,57692,55852
0,100000,10,65,13,65000,62437,60633
0,100000,10,70,14,70000,67208,65297
0,100000,10,75,15,75000,71964,69774
0,100000,10,80,16,80000,76712,75055
0,100000,10,85,17,85000,81451,80602
0,100000,10,90,18,90000,86197,84902
0,100000,10,95,19,95000,90946,87714
0,100000,10,100,20,100000,95676,93272
1,100000,10,5,1,5000,4893,4740
1,100000,10,10,2,10000,9727,9688
1,100000,10,15,3,15000,14540,14739
1,100000,10,20,4,20000,19358,19176
1,100000,10,25,5,25000,24194,24367
1,100000,10,30,6,30000,28991,28999
1,100000,10,35,7,35000,33788,33217
1,100000,10,40,8,40000,38589,38812
1,100000,10,45,9,45000,43383,43131
1,100000,10,50,10,50000,48143,47223
1,100000,10,55,11,55000,52924,52628
1,100000,10,60,12,60000,57663,57008
1,100000,10,65,13,65000,62427,61454
1,100000,10,70,14,70000,67155,65771
1,100000,10,75,15,75000,71889,70288
1,100000,10,80,16,80000,76633,73530
1,100000,10,85,17,85000,81371,77945
1,100000,10,90,18,90000,86120,83717
1,100000,10,95,19,95000,90897,87922
1,100000,10,100,20,100000,95641,91807
2,100000,10,5,1,5000,4878,5105
2,100000,10,10,2,10000,9689,9763
2,100000,10,15,3,15000,14505,15099
2,100000,10,20,4,20000,19332,21291
2,100000,10,25,5,25000,24142,26216
2,100000,10,30,6,30000,28945,31616
2,100000,10,35,7,35000,33734,35652
2,100000,10,40,8,40000,38519,39573
2,100000,10,45,9,45000,43318,45109
2,100000,10,50,10,50000,48093,49860
2,100000,10,55,11,55000,52841,56032
2,100000,10,60,12,60000,57613,60055
2,100000,10,65,13,65000,62382,64253
2,100000,10,70,14,70000,67124,68894
2,100000,10,75,15,75000,71874,73674
2,100000,10,80,16,80000,76621,78538
2,100000,10,85,17,85000,81372,83297
2,100000,10,90,18,90000,86100,86800
2,100000,10,95,19,95000,90810,90537
2,100000,10,100,20,100000,95555,95593
3,100000,10,5,1,5000,4885,4968
3,100000,10,10,2,10000,9709,10206
3,100000,10,15,3,15000,14509,15025
3,100000,10,20,4,20000,19324,19631
3,100000,10,25,5,25000,24125,24735
3,100000,10,30,6,30000,28930,30182
3,100000,10,35,7,35000,33729,34891
3,100000,10,40,8,40000,38525,39532
3,100000,10,45,9,45000,43314,46202
3,100000,10,50,10,50000,48075,51438
3,100000,10,55,11,55000,52846,56150
3,100000,10,60,12,60000,57609,61525
3,100000,10,65,13,65000,62367,68239
3,100000,10,70,14,70000,67134,73158
3,100000,10,75,15,75000,71881,76131
3,100000,10,80,16,80000,76635,81768
3,100000,10,85,17,85000,81396,86006
3,100000,10,90,18,90000,86119,91612
3,100000,10,95,19,95000,90844,97734
3,100000,10,100,20,100000,95578,102307
4,100000,10,5,1,5000,4899,5157
4,100000,10,10,2,10000,9724,10017
4,100000,10,15,3,15000,14558,14531
4,100000,10,20,4,20000,19364,18497
4,100000,10,25,5,25000,24147,23783
4,100000,10,30,6,30000,28959,28784
4,100000,10,35,7,35000,33736,34376
4,100000,10,40,8,40000,38536,39215
4,100000,10,45,9,45000,43320,44096
4,100000,10,50,10,50000,48078,48321
4,100000,10,55,11,55000,52836,52526
4,100000,10,60,12,60000,57625,58743
4,100000,10,65,13,65000,62379,64921
4,100000,10,70,14,70000,67131,70116
4,100000,10,75,15,75000,71897,74187
4,100000,10,80,16,80000,76642,80610
4,100000,10,85,17,85000,81417,86915
4,100000,10,90,18,90000,86162,91776
4,100000,10,95,19,95000,90911,96430
4,100000,10,100,20,100000,95647,101314
5,100000,10,5,1,5000,4894,5263
5,100000,10,10,2,10000,9745,9910
5,100000,10,15,3,15000,14581,14463
5,100000,10,20,4,20000,19396,19437
5,100000,10,25,5,25000,24218,23908
5,100000,10,30,6,30000,29010,29223
5,100000,10,35,7,35000,33819,34561
5,100000,10,40,8,40000,38605,38466
5,100000,10,45,9,45000,43404,42426
5,100000,10,50,10,50000,48184,47852
5,100000,10,55,11,55000,52949,51914
5,100000,10,60,12,60000,57722,56292
5,100000,10,65,13,65000,62486,60765
5,100000,10,70,14,70000,67246,65117
5,100000,10,75,15,75000,71998,70353
5,100000,10,80,16,80000,76725,75646
5,100000,10,85,17,85000,81454,81406
5,100000,10,90,18,90000,86187,86286
5,100000,10,95,19,95000,90904,90377
5,100000,10,100,20,100000,95642,95591
6,100000,10,5,1,5000,4888,5263
6,100000,10,10,2,10000,9710,10038
6,100000,10,15,3,15000,14530,14962
6,100000,10,20,4,20000,19344,20280
6,100000,10,25,5,25000,24152,24502
6,100000,10,30,6,30000,28950,29354
6,100000,10,35,7,35000,33763,34060
6,100000,10,40,8,40000,38556,39842
6,100000,10,45,9,45000,43332,44351
6,100000,10,50,10,50000,48093,48974
6,100000,10,55,11,55000,52839,53879
6,100000,10,60,12,60000,57615,58764
6,100000,10,65,13,65000,62372,63884
6,100000,10,70,14,70000,67096,67592
6,100000,10,75,15,75000,71874,71386
6,100000,10,80,16,80000,76609,76297
6,100000,10,85,17,85000,81364,80467
6,100000,10,90,18,90000,86127,84520
6,100000,10,95,19,95000,90857,89266
6,100000,10,100,20,100000,95584,93846
7,100000,10,5,1,5000,4905,4471
7,100000,10,10,2,10000,9718,9912
7,100000,10,15,3,15000,14523,14798
7,100000,10,20,4,20000,19351,19684
7,100000,10,25,5,25000,24169,23806
7,100000,10,30,6,30000,28963,28587
7,100000,10,35,7,35000,33757,35072
7,100000,10,40,8,40000,38549,41101
7,100000,10,45,9,45000,43348,46405
7,100000,10,50,10,50000,48114,51925
7,100000,10,55,11,55000,52906,57207
7,100000,10,60,12,60000,57667,61953
7,100000,10,65,13,65000,62453,67303
7,100000,10,70,14,70000,67187,70609
7,100000,10,75,15,75000,71905,76151
7,100000,10,80,16,80000,76661,82984
7,100000,10,85,17,85000,81409,87764
7,100000,10,90,18,90000,86162,90930
7,100000,10,95,19,95000,90889,96859
7,100000,10,100,20,100000,95633,102621
8,100000,10,5,1,5000,4872,4471
8,100000,10,10,2,10000,9697,10186
8,100000,10,15,3,15000,14536,15023
8,100000,10,20,4,20000,19362,19681
8,100000,10,25,5,25000,24176,24945
8,100000,10,30,6,30000,28960,30056
8,100000,10,35,7,35000,33754,34567
8,100000,10,40,8,40000,38535,39459
8,100000,10,45,9,45000,43315,43964
8,100000,10,50,10,50000,48094,49774
8,100000,10,55,11,55000,52861,55457
8,100000,10,60,12,60000,57625,59890
8,100000,10,65,13,65000,62378,63758
8,100000,10,70,14,70000,67149,68444
8,100000,10,75,15,75000,71902,73024
8,100000,10,80,16,80000,76656,76980
8,100000,10,85,17,85000,81407,83049
8,100000,10,90,18,90000,86149,87077
8,100000,10,95,19,95000,90894,91317
8,100000,10,100,20,100000,95640,96990
9,100000,10,5,1,5000,4896,4968
9,100000,10,10,2,10000,9743,9586
9,100000,10,15,3,15000,14562,13992
9,100000,10,20,4,20000,19395,18918
9,100000,10,25,5,25000,24196,23627
9,100000,10,30,6,30000,29009,28977
9,100000,10,35,7,35000,33798,33621
9,100000,10,40,8,40000,38603,38613
9,100000,10,45,9,45000,43397,44195
9,100000,10,50,10,50000,48173,48942
9,100000,10,55,11,55000,52945,55098
9,100000,10,60,12,60000,57718,59697
9,100000,10,65,13,65000,62508,63414
9,100000,10,70,14,70000,67260,68731
9,100000,10,75,15,75000,72009,73065
9,100000,10,80,16,80000,76746,79998
9,100000,10,85,17,85000,81483,84180
9,100000,10,90,18,90000,86228,86590
9,100000,10,95,19,95000,90967,92526
9,100000,10,100,20,100000,95722,97706
10,100000,10,5,1,5000,4906,4740
10,100000,10,10,2,10000,9741,9624
10,100000,10,15,3,15000,14573,14124
10,100000,10,20,4,20000,19396,19822
10,100000,10,25,5,25000,24212,24471
10,100000,10,30,6,30000,28995,29897
10,100000,10,35,7,35000,33756,35736
10,100000,10,40,8,40000,38530,39681
10,100000,10,45,9,45000,43314,44327
10,100000,10,50,10,50000,48097,48782
10,100000,10,55,11,55000,52867,53696
10,100000,10,60,12,60000,57615,58410
10,100000,10,65,13,65000,62367,63145
10,100000,10,70,14,70000,67149,69148
10,100000,10,75,15,75000,71912,73794
10,100000,10,80,16,80000,76670,79871
10,100000,10,85,17,85000,81406,83133
10,100000,10,90,18,90000,86140,88901
10,100000,10,95,19,95000,90877,92017
10,100000,10,100,20,100000,95580,96369
11,100000,10,5,1,5000,4878,4968
11,100000,10,10,2,10000,9722,9633
11,100000,10,15,3,15000,14565,13780
11,100000,10,20,4,20000,19391,17877
11,100000,10,25,5,25000,24196,22343
11,100000,10,30,6,30000,28989,27501
11,100000,10,35,7,35000,33795,32815
11,100000,10,40,8,40000,38578,35999
11,100000,10,45,9,45000,43363,40235
11,100000,10,50,10,50000,48137,45010
11,100000,10,55,11,55000,52903,49126
11,100000,10,60,12,60000,57669,53285
11,100000,10,65,13,65000,62427,57681
11,100000,10,70,14,70000,67199,62216
11,100000,10,75,15,75000,71989,66843
11,100000,10,80,16,80000,76758,71682
11,100000,10,85,17,85000,81522,76934
11,100000,10,90,18,90000,86271,81517
11,100000,10,95,19,95000,91005,86094
11,100000,10,100,20,100000,95765,91118
12,100000,10,5,1,5000,4867,5145
12,100000,10,10,2,10000,9700,9868
12,100000,10,15,3,15000,14521,14849
12,100000,10,20,4,20000,19307,19402
12,100000,10,25,5,25000,24123,23936
12,100000,10,30,6,30000,28898,27909
12,100000,10,35,7,35000,33702,32036
12,100000,10,40,8,40000,38499,36564
12,100000,10,45,9,45000,43269,41164
12,100000,10,50,10,50000,48038,45752
12,100000,10,55,11,55000,52818,51059
12,100000,10,60,12,60000,57595,56201
12,100000,10,65,13,65000,62337,60575
12,100000,10,70,14,70000,67075,65821
12,100000,10,75,15,75000,71802,70413
12,100000,10,80,16,80000,76559,76063
12,100000,10,85,17,85000,81313,80051
12,100000,10,90,18,90000,86029,86111
12,100000,10,95,19,95000,90766,89848
12,100000,10,100,20,100000,95538,95995
13,100000,10,5,1,5000,4908,4642
13,100000,10,10,2,10000,9721,10459
13,100000,10,15,3,15000,14540,15596
13,100000,10,20,4,20000,19340,20636
13,100000,10,25,5,25000,24127,24940
13,100000,10,30,6,30000,28948,28895
13,100000,10,35,7,35000,33729,34326
13,100000,10,40,8,40000,38515,39433
13,100000,10,45,9,45000,43305,44670
13,100000,10,50,10,50000,48077,50206
13,100000,10,55,11,55000,52861,55115
13,100000,10,60,12,60000,57642,59574
13,100000,10,65,13,65000,62386,65579
13,100000,10,70,14,70000,67109,70138
13,100000,10,75,15,75000,71879,75447
13,100000,10,80,16,80000,76621,80099
13,100000,10,85,17,85000,81373,85387
13,100000,10,90,18,90000,86107,90295
13,100000,10,95,19,95000,90850,93773
13,100000,10,100,20,100000,95582,98355
14,100000,10,5,1,5000,4897,4553
14,100000,10,10,2,10000,9746,9758
14,100000,10,15,3,15000,14572,14925
14,100000,10,20,4,20000,19362,20576
14,100000,10,25,5,25000,24158,24935
14,100000,10,30,6,30000,28970,28864
14,100000,10,35,7,35000,33772,33783
14,100000,10,40,8,40000,38545,38984
14,100000,10,45,9,45000,43340,42907
14,100000,10,50,10,50000,48119,46930
14,100000,10,55,11,55000,52902,51145
14,100000,10,60,12,60000,57677,56129
14,100000,10,65,13,65000,62436,61331
14,100000,10,70,14,70000,67171,66270
14,100000,10,75,15,75000,71923,71421
14,100000,10,80,16,80000,76674,76947
14,100000,10,85,17,85000,81409,82735
14,100000,10,90,18,90000,86147,87023
14,100000,10,95,19,95000,90854,90962
14,100000,10,100,20,100000,95580,95492
15,100000,10,5,1,5000,4900,5450
15,100000,10,10,2,10000,9702,9743
15,100000,10,15,3,15000,14491,14195
15,100000,10,20,4,20000,19313,19599
15,100000,10,25,5,25000,24116,23739
15,100000,10,30,6,30000,28925,28599
15,100000,10,35,7,35000,33724,33227
15,100000,10,40,8,40000,38501,37051
15,100000,10,45,9,45000,43286,42361
15,100000,10,50,10,50000,48035,46602
15,100000,10,55,11,55000,52809,52180
15,100000,10,60,12,60000,57595,56648
15,100000,10,65,13,65000,62375,61752
15,100000,10,70,14,70000,67131,66704
15,100000,10,75,15,75000,71897,72005
15,100000,10,80,16,80000,76655,75902
15,100000,10,85,17,85000,81415,79315
15,100000,10,90,18,90000,86185,84597
15,100000,10,95,19,95000,90910,88874
15,100000,10,100,20,100000,95678,95491
16,100000,10,5,1,5000,4897,4325
16,100000,10,10,2,10000,9750,9625
16,100000,10,15,3,15000,14567,14075
16,100000,10,20,4,20000,19387,19316
16,100000,10,25,5,25000,24203,25083
16,100000,10,30,6,30000,28983,30044
16,100000,10,35,7,35000,33780,36113
16,100000,10,40,8,40000,38586,40398
16,100000,10,45,9,45000,43370,46531
16,100000,10,50,10,50000,48129,51624
16,100000,10,55,11,55000,52922,56172
16,100000,10,60,12,60000,57699,60426
16,100000,10,65,13,65000,62478,64544
16,100000,10,70,14,70000,67221,69727
16,100000,10,75,15,75000,71958,74204
16,100000,10,80,16,80000,76728,80494
16,100000,10,85,17,85000,81476,85772
16,100000,10,90,18,90000,86208,88965
16,100000,10,95,19,95000,90926,93720
16,100000,10,100,20,100000,95624,97680
17,100000,10,5,1,5000,4891,5105
17,100000,10,10,2,10000,9700,9570
17,100000,10,15,3,15000,14536,14486
17,100000,10,20,4,20000,19341,18855
17,100000,10,25,5,25000,24136,23856
17,100000,10,30,6,30000,28951,28175
17,100000,10,35,7,35000,33740,33839
17,100000,10,40,8,40000,38528,39098
17,100000,10,45,9,45000,43287,44627
17,100000,10,50,10,50000,48045,50048
17,100000,10,55,11,55000,52838,54836
17,100000,10,60,12,60000,57606,59384
17,100000,10,65,13,65000,62364,65081
17,100000,10,70,14,70000,67105,70618
17,100000,10,75,15,75000,71872,74476
17,100000,10,80,16,80000,76617,78079
17,100000,10,85,17,85000,81362,84053
17,100000,10,90,18,90000,86091,90037
17,100000,10,95,19,95000,90835,95440
17,100000,10,100,20,100000,95559,100023
18,100000,10,5,1,5000,4895,5105
18,100000,10,10,2,10000,9735,9412
18,100000,10,15,3,15000,14558,14165
18,100000,10,20,4,20000,19370,19402
18,100000,10,25,5,25000,24192,25436
18,100000,10,30,6,30000,28988,29488
18,100000,10,35,7,35000,33787,34213
18,100000,10,40,8,40000,38568,38522
18,100000,10,45,9,45000,43342,43160
18,100000,10,50,10,50000,48113,47652
18,100000,10,55,11,55000,52880,51679
18,100000,10,60,12,60000,57635,55645
18,100000,10,65,13,65000,62379,60030
18,100000,10,70,14,70000,67147,65047
18,100000,10,75,15,75000,71911,68703
18,100000,10,80,16,80000,76684,72857
18,100000,10,85,17,85000,81444,77582
18,100000,10,90,18,90000,86189,81675
18,100000,10,95,19,95000,90941,87306
18,100000,10,100,20,100000,95654,92919
19,100000,10,5,1,5000,4877,4740
19,100000,10,10,2,10000,9701,9455
19,100000,10,15,3,15000,14504,14434
19,100000,10,20,4,20000,19321,19919
19,100000,10,25,5,25000,24144,24341
19,100000,10,30,6,30000,28937,28802
19,100000,10,35,7,35000,33727,33157
19,100000,10,40,8,40000,38512,37912
19,100000,10,45,9,45000,43288,43745
19,100000,10,50,10,50000,48047,47962
19,100000,10,55,11,55000,52804,51491
19,100000,10,60,12,60000,57584,55150
19,100000,10,65,13,65000,62367,59407
19,100000,10,70,14,70000,67127,65105
19,100000,10,75,15,75000,71869,69325
19,100000,10,80,16,80000,76613,72790
19,100000,10,85,17,85000,81379,77573
19,100000,10,90,18,90000,86138,82834
19,100000,10,95,19,95000,90890,86645
19,100000,10,100,20,100000,95641,92211
